,0,1
0,23.75274563379416,60.43512504039241
1,45.53200344631801,62.044890071499424
2,56.254863250868944,63.94018796255375
3,57.55428561686885,67.06407796152212
4,53.318191880476206,69.43638252472509
5,58.529765396699844,68.27440923910407
6,41.7373789469436,70.46583395134353
7,57.6332347022569,62.3395050482226
8,59.716905484625244,66.6522933070944
9,60.011787945653396,70.2053108118734
10,52.73025440735512,72.34308142623547
11,60.49631817810307,69.48526748178324
12,53.09665745186666,72.21199788620596
13,63.238305216668486,69.6159310860225
14,59.92466661541503,73.80791102061019
15,66.70764134621967,74.29587939701005
16,76.27641519444381,78.33529085583137
17,53.177442006701625,85.89539294205753
18,53.95626372642314,77.2626873324165
19,64.03518266683216,72.8994181555231
20,64.73684679441946,76.07477878323814
21,57.14534706708363,78.22868142451118
22,66.2971222182378,75.20779419109482
23,54.4093598025909,78.61384290803875
24,64.70319749183709,73.90178002666887
25,65.10874271938606,77.00276584696122
26,73.61750439320878,78.95083865626319
27,45.978000821120425,84.76019110737876
28,53.75919453236383,72.6323296636601
29,21.78894162759487,70.21751390645564
30,42.760850921238166,51.11469801869392
31,41.395506244245624,52.15308330147003
32,45.14187508866138,51.97143940141751
33,49.24310851800243,53.951842389741735
34,47.92576561037342,57.33052878088241
35,48.65141485537516,58.47571984920761
36,42.038773380937464,59.515075518662584
37,52.36441871795075,56.41880551533633
